Month,NonRecreationVisitors,RecreationVisitors,UnitCode,UnitName,Year
4,70,153666,ROMO,Rocky Mountain NP,2022
5,490,286464,ROMO,Rocky Mountain NP,2022
6,1400,627860,ROMO,Rocky Mountain NP,2022
7,2050,811861,ROMO,Rocky Mountain NP,2022
8,2300,665531,ROMO,Rocky Mountain NP,2022
9,1500,650863,ROMO,Rocky Mountain NP,2022
10,560,474957,ROMO,Rocky Mountain NP,2022
11,100,131655,ROMO,Rocky Mountain NP,2022
12,60,120375,ROMO,Rocky Mountain NP,2022
1,90,117076,ROMO,Rocky Mountain NP,2023
2,50,116551,ROMO,Rocky Mountain NP,2023
3,80,155616,ROMO,Rocky Mountain NP,2023
4,70,164809,ROMO,Rocky Mountain NP,2023
5,490,334763,ROMO,Rocky Mountain NP,2023
6,1400,576304,ROMO,Rocky Mountain NP,2023
7,2050,734323,ROMO,Rocky Mountain NP,2023
8,2300,656651,ROMO,Rocky Mountain NP,2023
9,1500,595167,ROMO,Rocky Mountain NP,2023
10,560,393340,ROMO,Rocky Mountain NP,2023
11,100,148217,ROMO,Rocky Mountain NP,2023
12,60,123020,ROMO,Rocky Mountain NP,2023
1,5670,92517,EVER,Everglades NP,1980
2,4697,96585,EVER,Everglades NP,1980
3,6160,101797,EVER,Everglades NP,1980
4,5281,80500,EVER,Everglades NP,1980
5,4851,53627,EVER,Everglades NP,1980
6,4151,37721,EVER,Everglades NP,1980
7,5037,45665,EVER,Everglades NP,1980
8,4431,47624,EVER,Everglades NP,1980
9,4274,34889,EVER,Everglades NP,1980
10,4368,47387,EVER,Everglades NP,1980
11,4060,37498,EVER,Everglades NP,1980
12,5127,68434,EVER,Everglades NP,1980
1,4333,73845,EVER,Everglades NP,1981
2,5467,75996,EVER,Everglades NP,1981
3,7647,93947,EVER,Everglades NP,1981
4,5208,63246,EVER,Everglades NP,1981
5,4585,37226,EVER,Everglades NP,1981
6,4088,23647,EVER,Everglades NP,1981
7,3748,25168,EVER,Everglades NP,1981
8,4732,28262,EVER,Everglades NP,1981
9,4287,21493,EVER,Everglades NP,1981
10,4533,29005,EVER,Everglades NP,1981
11,3983,32084,EVER,Everglades NP,1981
12,5611,60802,EVER,Everglades NP,1981
1,6622,69165,EVER,Everglades NP,1982
2,5516,81665,EVER,Everglades NP,1982
3,7969,81796,EVER,Everglades NP,1982
4,6968,56259,EVER,Everglades NP,1982
5,5739,31248,EVER,Everglades NP,1982
6,5162,18985,EVER,Everglades NP,1982
7,5103,23111,EVER,Everglades NP,1982
8,5586,29049,EVER,Everglades NP,1982
9,4921,25022,EVER,Everglades NP,1982
10,5358,33944,EVER,Everglades NP,1982
11,5327,34009,EVER,Everglades NP,1982
12,5904,65915,EVER,Everglades NP,1982
1,250,72105,EVER,Everglades NP,1983
2,220,79968,EVER,Everglades NP,1983
3,297,84433,EVER,Everglades NP,1983
4,228,59209,EVER,Everglades NP,1983
5,215,44570,EVER,Everglades NP,1983
6,126,27576,EVER,Everglades NP,1983
7,84,30348,EVER,Everglades NP,1983
8,114,26189,EVER,Everglades NP,1983
9,132,23056,EVER,Everglades NP,1983
10,284,28780,EVER,Everglades NP,1983
11,281,40683,EVER,Everglades NP,1983
12,274,60522,EVER,Everglades NP,1983
1,318,78179,EVER,Everglades NP,1984
2,412,92958,EVER,Everglades NP,1984
3,385,97997,EVER,Everglades NP,1984
4,280,71594,EVER,Everglades NP,1984
5,225,36831,EVER,Everglades NP,1984
6,248,22900,EVER,Everglades NP,1984
7,177,26928,EVER,Everglades NP,1984
8,178,28283,EVER,Everglades NP,1984
9,156,26494,EVER,Everglades NP,1984
10,292,33688,EVER,Everglades NP,1984
11,302,47202,EVER,Everglades NP,1984
12,260,65604,EVER,Everglades NP,1984
1,251,87719,EVER,Everglades NP,1985
2,304,110139,EVER,Everglades NP,1985
3,339,109046,EVER,Everglades NP,1985
4,199,76131,EVER,Everglades NP,1985
5,220,41505,EVER,Everglades NP,1985
6,238,34807,EVER,Everglades NP,1985
7,232,26379,EVER,Everglades NP,1985
8,140,28732,EVER,Everglades NP,1985
9,221,24205,EVER,Everglades NP,1985
10,343,30487,EVER,Everglades NP,1985
11,327,52152,EVER,Everglades NP,1985
12,226,76344,EVER,Everglades NP,1985
1,1067,93007,EVER,Everglades NP,1986
2,2126,112967,EVER,Everglades NP,1986
3,2532,120713,EVER,Everglades NP,1986
4,2164,98993,EVER,Everglades NP,1986
5,1924,51024,EVER,Everglades NP,1986
6,1630,25271,EVER,Everglades NP,1986
7,1671,25510,EVER,Everglades NP,1986
8,1814,31136,EVER,Everglades NP,1986
9,1809,25685,EVER,Everglades NP,1986
10,2078,32164,EVER,Everglades NP,1986
11,2014,52037,EVER,Everglades NP,1986
12,2382,70565,EVER,Everglades NP,1986
1,2506,100672,EVER,Everglades NP,1987
2,2544,107662,EVER,Everglades NP,1987
3,2669,114552,EVER,Everglades NP,1987
4,2300,84997,EVER,Everglades NP,1987
5,2371,62830,EVER,Everglades NP,1987
6,2034,38834,EVER,Everglades NP,1987
7,1985,34629,EVER,Everglades NP,1987
8,2116,37656,EVER,Everglades NP,1987
9,1894,27660,EVER,Everglades NP,1987
10,1994,34663,EVER,Everglades NP,1987
11,2176,56210,EVER,Everglades NP,1987
12,3672,87128,EVER,Everglades NP,1987
1,4021,133552,EVER,Everglades NP,1988
2,3905,164724,EVER,Everglades NP,1988
3,4458,155497,EVER,Everglades NP,1988
4,3831,120486,EVER,Everglades NP,1988
5,3148,61844,EVER,Everglades NP,1988
6,2944,46557,EVER,Everglades NP,1988
7,3035,48432,EVER,Everglades NP,1988
8,3557,53154,EVER,Everglades NP,1988
9,3480,41846,EVER,Everglades NP,1988
10,3841,49613,EVER,Everglades NP,1988
11,4163,60979,EVER,Everglades NP,1988
12,4801,89504,EVER,Everglades NP,1988
1,4935,127647,EVER,Everglades NP,1989
2,4682,137603,EVER,Everglades NP,1989
3,5607,133571,EVER,Everglades NP,1989
4,5997,84281,EVER,Everglades NP,1989
5,6036,39312,EVER,Everglades NP,1989
6,3974,44556,EVER,Everglades NP,1989
7,3526,49266,EVER,Everglades NP,1989
8,3778,51713,EVER,Everglades NP,1989
9,3339,38515,EVER,Everglades NP,1989
10,3915,51415,EVER,Everglades NP,1989
11,4332,69340,EVER,Everglades NP,1989
12,4399,86153,EVER,Everglades NP,1989
1,5223,122121,EVER,Everglades NP,1990
2,4518,131994,EVER,Everglades NP,1990
3,5120,132341,EVER,Everglades NP,1990
4,4225,111298,EVER,Everglades NP,1990
5,3314,46134,EVER,Everglades NP,1990
6,3100,46676,EVER,Everglades NP,1990
7,3177,49461,EVER,Everglades NP,1990
8,3153,54334,EVER,Everglades NP,1990
9,2572,44768,EVER,Everglades NP,1990
10,2607,48656,EVER,Everglades NP,1990
11,3170,75518,EVER,Everglades NP,1990
12,4005,94624,EVER,Everglades NP,1990
1,6350,138817,EVER,Everglades NP,1991
2,5255,149194,EVER,Everglades NP,1991
3,5762,150641,EVER,Everglades NP,1991
4,5067,110235,EVER,Everglades NP,1991
5,3762,94660,EVER,Everglades NP,1991
6,4143,68937,EVER,Everglades NP,1991
7,4121,61878,EVER,Everglades NP,1991
8,3860,71602,EVER,Everglades NP,1991
9,3599,81298,EVER,Everglades NP,1991
10,4058,86312,EVER,Everglades NP,1991
11,4586,126458,EVER,Everglades NP,1991
12,5066,151982,EVER,Everglades NP,1991
1,6623,142197,EVER,Everglades NP,1992
2,5745,163917,EVER,Everglades NP,1992
3,6518,158688,EVER,Everglades NP,1992
4,5067,126842,EVER,Everglades NP,1992
5,4095,100595,EVER,Everglades NP,1992
6,3896,59923,EVER,Everglades NP,1992
7,4011,70128,EVER,Everglades NP,1992
8,2615,59786,EVER,Everglades NP,1992
9,0,7610,EVER,Everglades NP,1992
10,0,23820,EVER,Everglades NP,1992
11,0,30644,EVER,Everglades NP,1992
12,101,81536,EVER,Everglades NP,1992
1,7386,106855,EVER,Everglades NP,1993
2,7199,119887,EVER,Everglades NP,1993
3,8078,121353,EVER,Everglades NP,1993
4,7478,96384,EVER,Everglades NP,1993
5,7178,76531,EVER,Everglades NP,1993
6,6816,62341,EVER,Everglades NP,1993
7,6752,66214,EVER,Everglades NP,1993
8,6317,61743,EVER,Everglades NP,1993
9,6773,51114,EVER,Everglades NP,1993
10,7322,58058,EVER,Everglades NP,1993
11,7899,67870,EVER,Everglades NP,1993
12,8739,85356,EVER,Everglades NP,1993
1,8879,103824,EVER,Everglades NP,1994
2,8846,114850,EVER,Everglades NP,1994
3,10365,121521,EVER,Everglades NP,1994
4,8670,95785,EVER,Everglades NP,1994
5,7622,65038,EVER,Everglades NP,1994
6,7403,44801,EVER,Everglades NP,1994
7,6521,51623,EVER,Everglades NP,1994
8,7712,47314,EVER,Everglades NP,1994
9,7107,47692,EVER,Everglades NP,1994
10,7203,58634,EVER,Everglades NP,1994
11,7250,64073,EVER,Everglades NP,1994
12,7911,71300,EVER,Everglades NP,1994
1,8696,93967,EVER,Everglades NP,1995
2,7994,110040,EVER,Everglades NP,1995
3,8585,110731,EVER,Everglades NP,1995
4,8285,91298,EVER,Everglades NP,1995
5,7917,67638,EVER,Everglades NP,1995
6,7716,46409,EVER,Everglades NP,1995
7,6429,52860,EVER,Everglades NP,1995
8,6687,50107,EVER,Everglades NP,1995
9,6666,50551,EVER,Everglades NP,1995
10,7665,51712,EVER,Everglades NP,1995
11,7400,57410,EVER,Everglades NP,1995
12,4857,37743,EVER,Everglades NP,1995
1,8039,65868,EVER,Everglades NP,1996
2,8927,124372,EVER,Everglades NP,1996
3,9716,110571,EVER,Everglades NP,1996
4,8720,97373,EVER,Everglades NP,1996
5,8943,71766,EVER,Everglades NP,1996
6,7661,46886,EVER,Everglades NP,1996
7,8262,51640,EVER,Everglades NP,1996
8,7530,55346,EVER,Everglades NP,1996
9,6584,51386,EVER,Everglades NP,1996
10,7493,52018,EVER,Everglades NP,1996
11,7065,73584,EVER,Everglades NP,1996
12,5718,89357,EVER,Everglades NP,1996
1,7490,102559,EVER,Everglades NP,1997
2,6375,128164,EVER,Everglades NP,1997
3,6690,132529,EVER,Everglades NP,1997
4,5478,88382,EVER,Everglades NP,1997
5,4893,72557,EVER,Everglades NP,1997
6,4670,49464,EVER,Everglades NP,1997
7,4173,55966,EVER,Everglades NP,1997
8,3581,59598,EVER,Everglades NP,1997
9,4067,45536,EVER,Everglades NP,1997
10,4719,79997,EVER,Everglades NP,1997
11,5025,85065,EVER,Everglades NP,1997
12,5259,89715,EVER,Everglades NP,1997
1,8039,118179,EVER,Everglades NP,1998
2,5753,128335,EVER,Everglades NP,1998
3,6168,130692,EVER,Everglades NP,1998
4,5289,105733,EVER,Everglades NP,1998
5,5022,94166,EVER,Everglades NP,1998
6,4523,66404,EVER,Everglades NP,1998
7,4298,76686,EVER,Everglades NP,1998
8,4202,82053,EVER,Everglades NP,1998
9,2922,56280,EVER,Everglades NP,1998
10,3785,72328,EVER,Everglades NP,1998
11,4449,92830,EVER,Everglades NP,1998
12,4812,94529,EVER,Everglades NP,1998
1,5801,118341,EVER,Everglades NP,1999
2,5750,139935,EVER,Everglades NP,1999
3,6240,145592,EVER,Everglades NP,1999
4,5627,118254,EVER,Everglades NP,1999
5,5582,82388,EVER,Everglades NP,1999
6,6807,64672,EVER,Everglades NP,1999
7,5999,68994,EVER,Everglades NP,1999
8,5664,68676,EVER,Everglades NP,1999
9,4674,58989,EVER,Everglades NP,1999
10,4736,57213,EVER,Everglades NP,1999
11,5163,73757,EVER,Everglades NP,1999
12,5418,77171,EVER,Everglades NP,1999
1,6138,109488,EVER,Everglades NP,2000
2,6368,131302,EVER,Everglades NP,2000
3,6225,127298,EVER,Everglades NP,2000
4,5523,100648,EVER,Everglades NP,2000
5,5789,81748,EVER,Everglades NP,2000
6,5040,44130,EVER,Everglades NP,2000
7,5085,41367,EVER,Everglades NP,2000
8,5459,56499,EVER,Everglades NP,2000
9,5256,58225,EVER,Everglades NP,2000
10,5523,73489,EVER,Everglades NP,2000
11,4290,83271,EVER,Everglades NP,2000
12,4542,87925,EVER,Everglades NP,2000
1,6188,130610,EVER,Everglades NP,2001
2,5058,159927,EVER,Everglades NP,2001
3,5828,142544,EVER,Everglades NP,2001
4,4935,105186,EVER,Everglades NP,2001
5,6057,78059,EVER,Everglades NP,2001
6,5270,63953,EVER,Everglades NP,2001
7,4062,61905,EVER,Everglades NP,2001
8,4310,52413,EVER,Everglades NP,2001
9,3782,40968,EVER,Everglades NP,2001
10,4206,54878,EVER,Everglades NP,2001
11,4494,70801,EVER,Everglades NP,2001
12,4349,88607,EVER,Everglades NP,2001
1,6188,116699,EVER,Everglades NP,2002
2,5361,123767,EVER,Everglades NP,2002
3,14637,138066,EVER,Everglades NP,2002
4,5640,90924,EVER,Everglades NP,2002
5,4635,59925,EVER,Everglades NP,2002
6,4497,46614,EVER,Everglades NP,2002
7,4122,52050,EVER,Everglades NP,2002
8,4433,51891,EVER,Everglades NP,2002
9,4131,46264,EVER,Everglades NP,2002
10,4626,82933,EVER,Everglades NP,2002
11,4883,76566,EVER,Everglades NP,2002
12,5820,83210,EVER,Everglades NP,2002
1,6998,116320,EVER,Everglades NP,2003
2,6260,131014,EVER,Everglades NP,2003
3,6905,135722,EVER,Everglades NP,2003
4,6171,94008,EVER,Everglades NP,2003
5,5058,68448,EVER,Everglades NP,2003
6,3578,58174,EVER,Everglades NP,2003
7,3362,64537,EVER,Everglades NP,2003
8,3188,65496,EVER,Everglades NP,2003
9,3096,55460,EVER,Everglades NP,2003
10,4289,70974,EVER,Everglades NP,2003
11,5057,81601,EVER,Everglades NP,2003
12,5987,98894,EVER,Everglades NP,2003
1,6617,142612,EVER,Everglades NP,2004
2,5667,160274,EVER,Everglades NP,2004
3,5919,143197,EVER,Everglades NP,2004
4,5406,70008,EVER,Everglades NP,2004
5,5867,139849,EVER,Everglades NP,2004
6,5472,135819,EVER,Everglades NP,2004
7,3606,56238,EVER,Everglades NP,2004
8,3288,59426,EVER,Everglades NP,2004
9,2979,35407,EVER,Everglades NP,2004
10,3686,66229,EVER,Everglades NP,2004
11,4527,77465,EVER,Everglades NP,2004
12,4962,94831,EVER,Everglades NP,2004
1,5459,125381,EVER,Everglades NP,2005
2,4965,138049,EVER,Everglades NP,2005
3,5402,236941,EVER,Everglades NP,2005
4,3887,174997,EVER,Everglades NP,2005
5,3581,92696,EVER,Everglades NP,2005
6,3818,71094,EVER,Everglades NP,2005
7,3227,71419,EVER,Everglades NP,2005
8,2636,26747,EVER,Everglades NP,2005
9,3900,44948,EVER,Everglades NP,2005
10,2333,16674,EVER,Everglades NP,2005
11,3567,128727,EVER,Everglades NP,2005
12,4631,106164,EVER,Everglades NP,2005
1,4614,90074,EVER,Everglades NP,2006
2,3879,112603,EVER,Everglades NP,2006
3,4527,115621,EVER,Everglades NP,2006
4,3588,90708,EVER,Everglades NP,2006
5,2913,55507,EVER,Everglades NP,2006
6,2822,49018,EVER,Everglades NP,2006
7,2772,54757,EVER,Everglades NP,2006
8,2793,81053,EVER,Everglades NP,2006
9,2753,74328,EVER,Everglades NP,2006
10,2670,87878,EVER,Everglades NP,2006
11,3329,62638,EVER,Everglades NP,2006
12,3267,79837,EVER,Everglades NP,2006
1,3168,100546,EVER,Everglades NP,2007
2,3722,102862,EVER,Everglades NP,2007
3,3993,241397,EVER,Everglades NP,2007
4,3660,101656,EVER,Everglades NP,2007
5,3386,60350,EVER,Everglades NP,2007
6,2961,48303,EVER,Everglades NP,2007
7,2934,53336,EVER,Everglades NP,2007
8,3069,49587,EVER,Everglades NP,2007
9,2724,79819,EVER,Everglades NP,2007
10,3138,81573,EVER,Everglades NP,2007
11,3627,74858,EVER,Everglades NP,2007
12,3800,80477,EVER,Everglades NP,2007
1,3087,87123,EVER,Everglades NP,2008
2,536,111172,EVER,Everglades NP,2008
3,480,104390,EVER,Everglades NP,2008
4,245,82543,EVER,Everglades NP,2008
5,224,60147,EVER,Everglades NP,2008
6,138,50393,EVER,Everglades NP,2008
7,177,54174,EVER,Everglades NP,2008
8,113,44632,EVER,Everglades NP,2008
9,93,27457,EVER,Everglades NP,2008
10,129,43760,EVER,Everglades NP,2008
11,125,70884,EVER,Everglades NP,2008
12,174,85443,EVER,Everglades NP,2008
1,179,104251,EVER,Everglades NP,2009
2,230,107537,EVER,Everglades NP,2009
3,507,115054,EVER,Everglades NP,2009
4,306,93031,EVER,Everglades NP,2009
5,302,64156,EVER,Everglades NP,2009
6,228,48696,EVER,Everglades NP,2009
7,243,55364,EVER,Everglades NP,2009
8,249,51957,EVER,Everglades NP,2009
9,300,44519,EVER,Everglades NP,2009
10,176,54642,EVER,Everglades NP,2009
11,225,69927,EVER,Everglades NP,2009
12,333,91748,EVER,Everglades NP,2009
1,353,104491,EVER,Everglades NP,2010
2,350,112674,EVER,Everglades NP,2010
3,1010,137350,EVER,Everglades NP,2010
4,309,91638,EVER,Everglades NP,2010
5,507,67704,EVER,Everglades NP,2010
6,231,46388,EVER,Everglades NP,2010
7,161,55954,EVER,Everglades NP,2010
8,209,52731,EVER,Everglades NP,2010
9,209,52433,EVER,Everglades NP,2010
10,341,64447,EVER,Everglades NP,2010
11,377,48242,EVER,Everglades NP,2010
12,461,81486,EVER,Everglades NP,2010
1,629,108115,EVER,Everglades NP,2011
2,789,121341,EVER,Everglades NP,2011
3,884,131176,EVER,Everglades NP,2011
4,771,92257,EVER,Everglades NP,2011
5,341,55073,EVER,Everglades NP,2011
6,195,52165,EVER,Everglades NP,2011
7,195,56712,EVER,Everglades NP,2011
8,141,52814,EVER,Everglades NP,2011
9,102,42787,EVER,Everglades NP,2011
10,191,54443,EVER,Everglades NP,2011
11,182,76578,EVER,Everglades NP,2011
12,267,90890,EVER,Everglades NP,2011
1,238,128689,EVER,Everglades NP,2012
2,256,133777,EVER,Everglades NP,2012
3,0,132603,EVER,Everglades NP,2012
4,266,99501,EVER,Everglades NP,2012
5,150,73188,EVER,Everglades NP,2012
6,144,55627,EVER,Everglades NP,2012
7,276,65022,EVER,Everglades NP,2012
8,74,73081,EVER,Everglades NP,2012
9,150,49588,EVER,Everglades NP,2012
10,267,84150,EVER,Everglades NP,2012
11,274,100040,EVER,Everglades NP,2012
12,178,146640,EVER,Everglades NP,2012
1,216,142377,EVER,Everglades NP,2013
2,358,132732,EVER,Everglades NP,2013
3,340,144436,EVER,Everglades NP,2013
4,172,91347,EVER,Everglades NP,2013
5,106,73300,EVER,Everglades NP,2013
6,84,59024,EVER,Everglades NP,2013
7,57,61541,EVER,Everglades NP,2013
8,70,60541,EVER,Everglades NP,2013
9,62,50742,EVER,Everglades NP,2013
10,46,38034,EVER,Everglades NP,2013
11,180,80206,EVER,Everglades NP,2013
12,312,112836,EVER,Everglades NP,2013
1,256,127802,EVER,Everglades NP,2014
2,291,132334,EVER,Everglades NP,2014
3,351,167972,EVER,Everglades NP,2014
4,148,97458,EVER,Everglades NP,2014
5,98,62634,EVER,Everglades NP,2014
6,84,58372,EVER,Everglades NP,2014
7,112,64324,EVER,Everglades NP,2014
8,242,73839,EVER,Everglades NP,2014
9,228,60866,EVER,Everglades NP,2014
10,172,68964,EVER,Everglades NP,2014
11,146,68965,EVER,Everglades NP,2014
12,214,127371,EVER,Everglades NP,2014
1,243,142660,EVER,Everglades NP,2015
2,208,145148,EVER,Everglades NP,2015
3,218,149383,EVER,Everglades NP,2015
4,118,108982,EVER,Everglades NP,2015
5,62,70711,EVER,Everglades NP,2015
6,52,61840,EVER,Everglades NP,2015
7,54,72567,EVER,Everglades NP,2015
8,70,67529,EVER,Everglades NP,2015
9,33,32717,EVER,Everglades NP,2015
10,38,62000,EVER,Everglades NP,2015
11,126,84937,EVER,Everglades NP,2015
12,226,78953,EVER,Everglades NP,2015
1,87,116221,EVER,Everglades NP,2016
2,74,120197,EVER,Everglades NP,2016
3,60,134815,EVER,Everglades NP,2016
4,60,65054,EVER,Everglades NP,2016
5,57,73548,EVER,Everglades NP,2016
6,45,64110,EVER,Everglades NP,2016
7,57,53064,EVER,Everglades NP,2016
8,52,47351,EVER,Everglades NP,2016
9,99,44750,EVER,Everglades NP,2016
10,165,55600,EVER,Everglades NP,2016
11,158,69074,EVER,Everglades NP,2016
12,248,87123,EVER,Everglades NP,2016
1,474,194200,EVER,Everglades NP,2017
2,1312,120646,EVER,Everglades NP,2017
3,820,126818,EVER,Everglades NP,2017
4,860,98915,EVER,Everglades NP,2017
5,519,74300,EVER,Everglades NP,2017
6,213,68958,EVER,Everglades NP,2017
7,588,52425,EVER,Everglades NP,2017
8,404,85059,EVER,Everglades NP,2017
9,46,17708,EVER,Everglades NP,2017
10,1142,42574,EVER,Everglades NP,2017
11,130,49593,EVER,Everglades NP,2017
12,258,87361,EVER,Everglades NP,2017
1,600,33950,EVER,Everglades NP,2018
2,600,66837,EVER,Everglades NP,2018
3,600,45018,EVER,Everglades NP,2018
4,600,35737,EVER,Everglades NP,2018
5,600,31090,EVER,Everglades NP,2018
6,300,30697,EVER,Everglades NP,2018
7,300,36653,EVER,Everglades NP,2018
8,300,26945,EVER,Everglades NP,2018
9,300,37443,EVER,Everglades NP,2018
10,600,58920,EVER,Everglades NP,2018
11,600,74544,EVER,Everglades NP,2018
12,600,119290,EVER,Everglades NP,2018
1,600,85838,EVER,Everglades NP,2019
2,600,96953,EVER,Everglades NP,2019
3,600,146859,EVER,Everglades NP,2019
4,600,131278,EVER,Everglades NP,2019
5,600,77435,EVER,Everglades NP,2019
6,300,68267,EVER,Everglades NP,2019
7,300,63394,EVER,Everglades NP,2019
8,300,80177,EVER,Everglades NP,2019
9,300,60469,EVER,Everglades NP,2019
10,600,70222,EVER,Everglades NP,2019
11,600,103643,EVER,Everglades NP,2019
12,600,133765,EVER,Everglades NP,2019
1,600,95635,EVER,Everglades NP,2020
2,600,165994,EVER,Everglades NP,2020
3,600,99917,EVER,Everglades NP,2020
4,600,4784,EVER,Everglades NP,2020
5,600,24446,EVER,Everglades NP,2020
6,300,69851,EVER,Everglades NP,2020
7,300,43509,EVER,Everglades NP,2020
8,300,46912,EVER,Everglades NP,2020
9,300,20084,EVER,Everglades NP,2020
10,600,20795,EVER,Everglades NP,2020
11,600,30813,EVER,Everglades NP,2020
12,600,79579,EVER,Everglades NP,2020
1,600,123528,EVER,Everglades NP,2021
2,600,93812,EVER,Everglades NP,2021
3,600,82016,EVER,Everglades NP,2021
4,600,94693,EVER,Everglades NP,2021
5,600,95632,EVER,Everglades NP,2021
6,300,97092,EVER,Everglades NP,2021
7,300,74370,EVER,Everglades NP,2021
8,300,57175,EVER,Everglades NP,2021
9,300,44673,EVER,Everglades NP,2021
10,600,50173,EVER,Everglades NP,2021
11,600,60962,EVER,Everglades NP,2021
12,600,68004,EVER,Everglades NP,2021
1,600,139538,EVER,Everglades NP,2022
2,600,156859,EVER,Everglades NP,2022
3,600,136512,EVER,Everglades NP,2022
4,600,132171,EVER,Everglades NP,2022
5,600,91086,EVER,Everglades NP,2022
6,300,85214,EVER,Everglades NP,2022
7,300,80773,EVER,Everglades NP,2022
8,300,86642,EVER,Everglades NP,2022
9,300,61057,EVER,Everglades NP,2022
10,600,44197,EVER,Everglades NP,2022
11,600,64825,EVER,Everglades NP,2022
12,600,76319,EVER,Everglades NP,2022
1,600,94483,EVER,Everglades NP,2023
2,600,95683,EVER,Everglades NP,2023
3,600,101446,EVER,Everglades NP,2023
4,600,73876,EVER,Everglades NP,2023
5,600,52527,EVER,Everglades NP,2023
6,300,51515,EVER,Everglades NP,2023
7,300,59243,EVER,Everglades NP,2023
8,300,56369,EVER,Everglades NP,2023
9,300,44341,EVER,Everglades NP,2023
10,600,39358,EVER,Everglades NP,2023
11,600,63485,EVER,Everglades NP,2023
12,600,77863,EVER,Everglades NP,2023
1,623,7163,THRO,Theodore Roosevelt NP,1980
2,623,9360,THRO,Theodore Roosevelt NP,1980
3,623,13600,THRO,Theodore Roosevelt NP,1980
4,623,23208,THRO,Theodore Roosevelt NP,1980
5,623,45336,THRO,Theodore Roosevelt NP,1980
6,623,95326,THRO,Theodore Roosevelt NP,1980
7,623,139403,THRO,Theodore Roosevelt NP,1980
8,623,134231,THRO,Theodore Roosevelt NP,1980
9,623,58950,THRO,Theodore Roosevelt NP,1980
10,623,33584,THRO,Theodore Roosevelt NP,1980
11,623,20215,THRO,Theodore Roosevelt NP,1980
12,623,15358,THRO,Theodore Roosevelt NP,1980
1,623,12863,THRO,Theodore Roosevelt NP,1981
2,623,11869,THRO,Theodore Roosevelt NP,1981
3,623,23660,THRO,Theodore Roosevelt NP,1981
4,623,31275,THRO,Theodore Roosevelt NP,1981
5,623,47800,THRO,Theodore Roosevelt NP,1981
6,623,118774,THRO,Theodore Roosevelt NP,1981
7,623,160099,THRO,Theodore Roosevelt NP,1981
8,623,150545,THRO,Theodore Roosevelt NP,1981
9,623,73994,THRO,Theodore Roosevelt NP,1981
10,623,38338,THRO,Theodore Roosevelt NP,1981
11,623,20757,THRO,Theodore Roosevelt NP,1981
12,623,12899,THRO,Theodore Roosevelt NP,1981
1,623,11132,THRO,Theodore Roosevelt NP,1982
2,623,10927,THRO,Theodore Roosevelt NP,1982
3,623,20793,THRO,Theodore Roosevelt NP,1982
4,623,25464,THRO,Theodore Roosevelt NP,1982
5,623,46622,THRO,Theodore Roosevelt NP,1982
6,623,120067,THRO,Theodore Roosevelt NP,1982
7,623,170939,THRO,Theodore Roosevelt NP,1982
8,623,144195,THRO,Theodore Roosevelt NP,1982
9,623,71313,THRO,Theodore Roosevelt NP,1982
10,623,33194,THRO,Theodore Roosevelt NP,1982
11,623,18156,THRO,Theodore Roosevelt NP,1982
12,623,4212,THRO,Theodore Roosevelt NP,1982
1,623,3175,THRO,Theodore Roosevelt NP,1983
2,623,4303,THRO,Theodore Roosevelt NP,1983
3,623,4954,THRO,Theodore Roosevelt NP,1983
4,623,17147,THRO,Theodore Roosevelt NP,1983
5,623,33260,THRO,Theodore Roosevelt NP,1983
6,623,75517,THRO,Theodore Roosevelt NP,1983
7,623,118911,THRO,Theodore Roosevelt NP,1983
8,623,105025,THRO,Theodore Roosevelt NP,1983
9,623,42446,THRO,Theodore Roosevelt NP,1983
10,623,6556,THRO,Theodore Roosevelt NP,1983
11,623,2224,THRO,Theodore Roosevelt NP,1983
12,623,1600,THRO,Theodore Roosevelt NP,1983
1,623,308,THRO,Theodore Roosevelt NP,1984
2,623,663,THRO,Theodore Roosevelt NP,1984
3,623,2250,THRO,Theodore Roosevelt NP,1984
4,623,4341,THRO,Theodore Roosevelt NP,1984
5,623,29993,THRO,Theodore Roosevelt NP,1984
6,623,64834,THRO,Theodore Roosevelt NP,1984
7,623,101202,THRO,Theodore Roosevelt NP,1984
8,623,97898,THRO,Theodore Roosevelt NP,1984
9,623,37555,THRO,Theodore Roosevelt NP,1984
10,623,16078,THRO,Theodore Roosevelt NP,1984
11,623,4619,THRO,Theodore Roosevelt NP,1984
12,623,1398,THRO,Theodore Roosevelt NP,1984
1,434,1137,THRO,Theodore Roosevelt NP,1985
2,434,1217,THRO,Theodore Roosevelt NP,1985
3,434,3940,THRO,Theodore Roosevelt NP,1985
4,623,4273,THRO,Theodore Roosevelt NP,1985
5,623,35961,THRO,Theodore Roosevelt NP,1985
6,623,73947,THRO,Theodore Roosevelt NP,1985
7,623,101254,THRO,Theodore Roosevelt NP,1985
8,623,96851,THRO,Theodore Roosevelt NP,1985
9,623,35952,THRO,Theodore Roosevelt NP,1985
10,623,16229,THRO,Theodore Roosevelt NP,1985
11,434,4980,THRO,Theodore Roosevelt NP,1985
12,434,1411,THRO,Theodore Roosevelt NP,1985
1,434,772,THRO,Theodore Roosevelt NP,1986
2,434,573,THRO,Theodore Roosevelt NP,1986
3,434,3346,THRO,Theodore Roosevelt NP,1986
